molecule_chembl_id,smiles,standard_value,bioactivity_class
CHEMBL4763941,CC1N(C(=O)Nc2ccccc2)C(=O)c2ccccc2S1(=O)=O,320400.0,inactive
CHEMBL1034,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],800.0,active
CHEMBL44829,CN(C)c1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,3235.94,active
CHEMBL4783879,C/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc(F)cc2)c1C,50.0,active
CHEMBL4797170,CC(=O)c1nnn(-c2ccc(Cl)cc2)c1C,120.0,active
CHEMBL4779635,C/C(=N\NC(N)=O)c1nnn(-c2ccc(C(=O)O)cc2)c1C,290.0,active
CHEMBL4240276,Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2ccc(Cl)c(Cl)c2)cc1,5020.0,active
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,4200.0,active
CHEMBL4281448,O=c1c2ccccc2nc(SCc2cn(-c3ccccc3)nn2)n1-c1ccccc1,890.0,active
CHEMBL4286599,O=C(O)c1ccc(-n2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Br)cc3)nn2)cc1,890.0,active
CHEMBL4294497,COc1ccc(-n2c(SCc3cn(-c4ccccc4)nn3)nc3ccccc3c2=O)cc1,1040.0,active
CHEMBL4288111,COc1ccc(-n2c(SCc3cn(-c4ccc(Cl)cc4)nn3)nc3ccccc3c2=O)cc1,520.0,active
CHEMBL18316,CC1(O)OC(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,1200.0,active
CHEMBL5274847,CC[C@H](CCCC[C@@H]1/C=C\CN/C=C\C1)C[C@@H]1CCC(=O)ON1,800.0,active
CHEMBL2283171,Cc1ccc(/C(=C/c2ccc(S(C)(=O)=O)cc2)c2ccccc2)cc1,120.0,active
CHEMBL2283166,CCCC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,360.0,active
CHEMBL270510,Cc1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1,48.4,active
CHEMBL442706,NS(=O)(=O)c1ccc(-c2nc(NCc3cc4ccccc4s3)cc(C(F)(F)F)n2)cc1,140.4,active
CHEMBL5198246,Cn1ccc2ccc(C(=O)OCC(F)(F)F)c(O)c21,380000.0,inactive
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,40.0,active
CHEMBL3113617,Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)NCC(=O)O)c3ccccc32)cc1,9110.0,active
CHEMBL622,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,2000.0,active
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,400.0,active
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,1684.0,active
CHEMBL1902481,CC(=O)c1sc(Nc2ccc(Oc3ccccc3)cc2)nc1C,5000.0,active
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,7800.0,active
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,40.0,active
CHEMBL17184,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,3.02,active
CHEMBL563,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,10.0,active
CHEMBL156482,CS(=O)(=O)c1ccc(-c2sc3nc(C(F)(F)F)nn3c2-c2ccccc2)cc1,3.0,active
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,9.0,active
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,120.0,active
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,600.0,active
CHEMBL2336619,Cc1ccc(-c2cc(CO)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1270.0,active
CHEMBL5430086,Nc1n[nH]c(N=c2c(=O)c3ccccc3c2=O)c1/N=N/c1ccc(O)cc1,61440.0,inactive
CHEMBL331921,Cc1cnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn2c1C,12.0,active
CHEMBL52285,CS(=O)(=O)c1ccc(C2=C(c3cccc(F)c3)C(=O)OC2)cc1,20.0,active
CHEMBL95022,N#Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c2c1SCc1cc(F)ccc1-2,141.25,active
CHEMBL5192908,COc1ccc(-c2nc(O[11CH3])nn2-c2ccc(OC)cc2)cc1,1000.0,active
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,20.0,active
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,1436.0,active
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,100000.0,inactive
CHEMBL52889,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1OC,340.0,active
CHEMBL5220891,C[C@H](C(=O)OC(Cn1ccnc1)c1ccc(F)cc1)c1ccc(-c2ccccc2)c(F)c1,3760.0,active
CHEMBL5268949,Cc1ccc(N/N=C2\C(=N)N(c3ccc(S(N)(=O)=O)cc3)N=C2N)cc1,670.0,active
CHEMBL509,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,700.0,active
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,20.0,active
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1000.0,active
CHEMBL4528204,NS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(O)cc2)cc1,500000.0,inactive
CHEMBL1797308,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,40000.0,inactive
CHEMBL1201124,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,120.0,active
CHEMBL19299,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,13500.0,inactive
CHEMBL4532080,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)cc2-c2cccc(Cl)c2)cc1,240.0,active
CHEMBL4559201,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCSCC3)cc2-c2ccccc2)cc1,670.0,active
CHEMBL432112,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(F)cc2)cc1,100.0,active
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,900.0,active
CHEMBL3775462,CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c(F)c1,100000.0,inactive
CHEMBL3775041,CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,430.0,active
CHEMBL3774706,CCCCCCNC(=O)Oc1cccc(-c2ccc([C@@H](C)C(=O)O)cc2F)c1,22800.0,inactive
CHEMBL3774538,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OCc3ccc(I)cc3)n2)cc1,2500.0,active
CHEMBL3745732,NS(=O)(=O)c1ccc(N2N=C(c3ccco3)CC2c2ccco2)cc1,4130.0,active
CHEMBL3908211,COc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)cc(CC(=O)OCCCCO[N+](=O)[O-])c2C)cc1,550.0,active
CHEMBL1939517,COc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)cc(CC(=O)OCCCO)c2C)cc1,700.0,active
CHEMBL5275204,O=C(c1cccs1)c1sc(N2CCOCC2)nc1-c1ccc(F)cc1,90.0,active
CHEMBL5269313,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccccc1,280.0,active
CHEMBL5281678,COc1ccccc1/C=C/C1=NNC(S)CC1,43.8,active
CHEMBL5289655,O=c1[nH]n2c(=O)c3ccccc3nc2/c1=C/c1ccc(Br)cc1,47.0,active
CHEMBL5289353,Nc1c(C(=O)N/N=C/c2ccccc2)sc2nc(-c3ccc(Cl)cc3)cc(-c3cccs3)c12,104.0,active
CHEMBL1682205,CC(C)(C)c1ccc(Nc2cccc(C(=O)O)c2)cc1,100000.0,inactive
CHEMBL5275045,COc1ccnc(Nc2nn3c(SC)c(C#N)c(O)nc3c2C#N)c1,1400.0,active
CHEMBL4760140,COc1ccc(-c2noc(CC(=O)Nc3ccc(-c4ccc(NC(=O)Cc5onc(-c6ccc(OC)cc6)c5-c5ccc(OC)cc5)cc4)cc3)c2-c2ccc(OC)cc2)cc1,50000.0,inactive
CHEMBL4279197,C[Si](C)(C)c1c(-c2ccc(F)cc2)noc1-c1ccc(S(C)(=O)=O)cc1,100000.0,inactive
CHEMBL4285836,C[Si](C)(C)c1onc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,1870.0,active
CHEMBL4278833,CC(=O)c1onc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,100000.0,inactive
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,700.0,active
CHEMBL4289748,C#CCSc1nc2ccccc2c(=O)n1-c1ccc(Br)cc1,180.0,active
CHEMBL4286390,COc1ccc(-n2c(SCc3cn(-c4ccc(C(=O)O)cc4)nn3)nc3ccccc3c2=O)cc1,1340.0,active
CHEMBL4288714,COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Br)cc3)on2)cc1,560.0,active
CHEMBL5286930,CS(=O)(=O)c1ccc(-c2cn3c(c2-c2ccc(F)cc2)CCC3)cc1,160.0,active
CHEMBL5272932,Cc1ccc(-c2cn3c(c2-c2ccccc2)CCC3)s1,1800.0,active
CHEMBL485462,CCC(C)/C=C(C)/C=C/C=C/C=C/C(=O)c1c(O)c(-c2ccc(O)cc2)c[nH]c1=O,10000.0,inactive
CHEMBL1939670,Cc1c(CC(=O)OCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,19.0,active
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,5326.0,active
CHEMBL4790377,COc1ccc(O)c(/C=N/Nc2nc(-c3ccc(S(C)(=O)=O)cc3)cs2)c1,213.0,active
CHEMBL4790676,COc1cccc(/C=N/Nc2nc(-c3ccc(S(C)(=O)=O)cc3)cs2)c1OC,184.0,active
CHEMBL4779383,Cc1cnc(NC(=O)N2C(=O)c3ccccc3S(=O)(=O)C2C)s1,276400.0,inactive
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,41796.0,inactive
CHEMBL1908355,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,267.0,active
CHEMBL4243440,COc1ccc(-c2cc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)nn2-c2ccc(Cl)cc2)cc1,350.0,active
CHEMBL4239825,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(Cl)c(Cl)c2)n(-c2ccccc2)n1,6830.0,active
CHEMBL4247391,Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2ccc(C(F)(F)F)cc2)cc1,5020.0,active
CHEMBL2023846,Clc1ccc(-c2csc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1,10000.0,inactive
CHEMBL4248810,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2cccc(Cl)c2)n(-c2ccc(Cl)cc2)n1,422.0,active
CHEMBL4238329,Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2ccc(Br)cc2)cc1,1080.0,active
CHEMBL4279063,C#CCSc1nc2ccccc2c(=O)n1-c1ccc(Cl)cc1,390.0,active
CHEMBL270111,CS(=O)(=O)c1ccc(-c2nc(NCC3CCCCC3)cc(C(F)(F)F)n2)cc1,1480.0,active
CHEMBL395428,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]2C1,40000.0,inactive
CHEMBL338347,Cc1cc(=O)c(Oc2ccc(N)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,1480.13,active
CHEMBL68972,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2cccc(Cl)c2)cc1,1416772.11,inactive
CHEMBL865,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,5.0,active
CHEMBL4465207,COc1ccccc1/C=C/c1ccc(=O)n(-c2ccc(F)cc2)n1,19.77,active
CHEMBL42398,Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,30.2,active
CHEMBL15058,CC(C)(C)c1cc(C(=O)CCCC2CC2)cc2c1OCCC2(C)C,3000.0,active
CHEMBL43672,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(F)c2)cc1,30.2,active
CHEMBL4436821,CC(Cl)C(=O)Nc1c(C#N)cnn1-c1ccc(S(N)(=O)=O)cc1,108.3,active
CHEMBL4532877,N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1NC(=O)CN1CCOCC1,34.21,active
CHEMBL210300,COc1cc(/C=C/c2ccc([N+](=O)[O-])cc2)cc(OC)c1,5940.0,active
CHEMBL490673,O=[N+]([O-])c1ccc(/C=C/c2cc(O)cc(O)c2)cc1,31600.0,inactive
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,1030000.0,inactive
CHEMBL500387,CC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C(C)C)N(C)C)[C@@H](C)[C@]3(O)[C@@H]4C=C(C)C(=O)[C@@H]4CC(CO)=C[C@H]3[C@@H]1C2(C)C,2200.0,active
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,990.0,active
CHEMBL331921,Cc1cnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn2c1C,12.0,active
CHEMBL307145,Oc1cccc(O)c1O,144000.0,inactive
CHEMBL3322408,NS(=O)(=O)c1ccc(N2CCN=C2c2ccc(F)cc2)cc1,6900.0,active
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,2400.0,active
CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,2400.0,active
CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,25844.0,inactive
CHEMBL4849659,COc1ccc(N2CCN(CCc3c(C)nc4oc(-c5ccccc5)nn4c3=O)CC2)cc1,7.0,active
CHEMBL4878422,Cc1nc2oc(-c3ccc(Cl)cc3)nn2c(=O)c1CCN1CCN(c2ccccc2)CC1,40.0,active
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,640.0,active
CHEMBL2337402,Cc1c(CCOCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,14.0,active
CHEMBL3104540,Cc1c(CC(=O)NCCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,68.0,active
CHEMBL2315856,O=C(N[C@H]1CCC[C@@H]1COc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,33600.0,inactive
CHEMBL2315877,O=C(NC1CCCC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,100000.0,inactive
CHEMBL4649027,COC(=O)[C@H](Cc1ccccc1)Nc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1,8000.0,active
CHEMBL4634582,COC(=O)[C@H](Cc1ccccc1)n1cc(COc2nc(Cl)nc(N3CCOCC3)n2)nn1,200.0,active
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,35.0,active
CHEMBL43366,Cc1c(C#N)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,750.0,active
CHEMBL112,CC(=O)Nc1ccc(O)cc1,141000.0,inactive
CHEMBL270293,COc1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,400000008.0,inactive
CHEMBL269832,CS(=O)(=O)c1ccc(-c2nc(O)cc(NCc3ccccc3)n2)cc1,20284298.83,inactive
CHEMBL403720,CN(Cc1ccccc1)c1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,454.5,active
CHEMBL273118,CS(=O)(=O)c1ccc(-c2nc(NCc3cc4ccccc4s3)cc(C(F)(F)F)n2)cc1,293.4,active
CHEMBL29097,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,58000.0,inactive
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,900.0,active
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,1350.0,active
CHEMBL5409238,COc1cccc2[nH]cc(-c3cc(-c4ccccc4)oc3-c3ccccc3)c12,100000.0,inactive
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,3300.0,active
CHEMBL1682202,O=C(O)c1cccc(Nc2ccc(C(F)(F)F)cc2)c1,100000.0,inactive
CHEMBL305505,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2cccc3ccccc23)cc1,4698.94,active
CHEMBL125460,Cc1cc(=O)c(Oc2ccc(Br)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,149.97,active
CHEMBL4293133,C#CCSc1nc2ccccc2c(=O)n1-c1ccccc1,270.0,active
CHEMBL4289328,C#CCSc1nc2ccccc2c(=O)n1-c1ccc(OC)cc1,440.0,active
CHEMBL5280862,COc1ccnc(Nc2nn3c(C)cc(C)nc3c2C#N)c1,1110.0,active
CHEMBL29717,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)c(Cl)c2)cc1,15.0,active
CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,810.0,active
CHEMBL2283165,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(-c3ccc(S(C)(=O)=O)cc3)c2)cc1,2100.0,active
CHEMBL2283177,CC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,1800.0,active
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,30.0,active
CHEMBL5289245,CCc1ccc(/C=C2\CN(C)CC3C2=NN(c2ccccc2)C3c2ccc(CC)s2)s1,2.0,active
CHEMBL5076562,COc1ccc(NC(=O)c2ccccc2Nc2cccc(C(F)(F)F)c2)cc1,150000.0,inactive
CHEMBL325755,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccnc2)cc1,1698.24,active
CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,900.0,active
CHEMBL1578132,CC(=O)c1ccc(Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,1340.0,active
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,40.0,active
CHEMBL4472111,CCOC(=O)[C@H](CO)NC(=O)c1cccc(O)c1O,2220.0,active
CHEMBL1275942,CC(C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,2400.0,active
CHEMBL184238,NC(=O)c1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1,100000.0,inactive
CHEMBL306946,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,64.0,active
CHEMBL4462846,NC(=S)n1nc(-c2ccccc2)cc1-c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1,5200.0,active
CHEMBL5434060,O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=Cc1cccs1,920.0,active
CHEMBL1316,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,100.0,active
CHEMBL274990,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,1100.0,active
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,40.0,active
CHEMBL5397391,CC1=NN(c2ccccc2)C(=O)/C1=C\c1cn(CCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)c2ccccc12,700.0,active
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,750.0,active
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,10000.0,inactive
CHEMBL5288176,COc1ccc(C2=NNC(S)C2N(CN2C(=O)/C(=C\c3nnc(-c4ccc(-c5ccc(OC)cc5)cc4)s3)c3ccccc32)C(=O)c2ccccc2)cc1,53100.0,inactive
CHEMBL499068,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)[nH]c3ccccc23)cc1,0.006,active
CHEMBL267225,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@H]12,40000.0,inactive
CHEMBL3905241,Cc1cc(C)c2c(=O)n(CCCC(=O)O)sc2n1,302300.0,inactive
CHEMBL3906347,Cc1cc(C)c2c(=O)n(CC(=O)N3CCN(c4cccc(Cl)c4)CC3)sc2n1,605100.0,inactive
CHEMBL3977032,CCC(C(=O)N1CCN(c2ccccc2)CC1)n1sc2nc(C)cc(C)c2c1=O,251188.64,inactive
CHEMBL316786,CS(=O)(=O)c1ccc(-c2cc(Sc3ccccc3)sc2-c2ccc(F)cc2)cc1,66000.0,inactive
CHEMBL3937157,CC(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2cccc([N+](=O)[O-])c2)C1,100000.0,inactive
CHEMBL3954425,COc1ccc(C2CC(c3ccc(F)cc3)=NN2c2ccc(C(=O)O)cc2)cc1,100000.0,inactive
CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,18900.0,inactive
CHEMBL94935,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2CC3)cc1,1100.02,active
CHEMBL24837,COc1ccc2c(c1)c(CC(=O)NCCCCO)c(C)n2C(=O)c1ccc(Cl)cc1,280.0,active
CHEMBL281847,COc1ccc2c(c1)c(CC(=O)N[C@@H](C)CO)c(C)n2C(=O)c1ccc(Cl)cc1,270.0,active
CHEMBL4279217,NS(=O)(=O)c1ccc(/N=c2\scc(-c3cccs3)n2-c2ccccc2)cc1,12610.0,inactive
CHEMBL419268,Cc1oc(=O)n(-c2ccc(Cl)c(Cl)c2)c1-c1ccc(S(N)(=O)=O)cc1,230.0,active
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,220.0,active
CHEMBL127514,Cc1cc(=O)c(Oc2ccc(Br)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,359.75,active
CHEMBL5091817,CCOC(=O)Cn1nncc1CO[C@@H](C(=O)OCC)[C@@H](O)C(=O)OCC,55000.0,inactive
CHEMBL5075246,O=C(O)[C@H](OCc1cnnn1[C@@H](Cc1ccccc1)C(=O)O)[C@@H](OCc1cnnn1[C@@H](Cc1ccccc1)C(=O)O)C(=O)O,1000.0,active
CHEMBL5085345,COC(=O)[C@H](Cc1ccc(O)cc1)n1nncc1COc1ccc2ccccc2c1-c1c(OCc2cnnn2[C@@H](Cc2ccc(O)cc2)C(=O)OC)ccc2ccccc12,1500.0,active
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,11060.0,inactive
CHEMBL127268,Cc1cc(=O)c(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,1840.77,active
CHEMBL571,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,785.0,active
CHEMBL23588,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,16.0,active
CHEMBL1682204,O=C(O)c1cccc(Nc2ccc(Br)cc2)c1,100000.0,inactive
CHEMBL5404379,Nc1c(C(=O)N/N=C/c2ccccc2)cnn1-c1ccc(S(N)(=O)=O)cc1,49.0,active
CHEMBL5431270,Nc1c(C(=O)N/N=C/c2ccc(Cl)cc2)cnn1-c1ccc(S(N)(=O)=O)cc1,90.0,active
CHEMBL5408885,Nc1c(C(=O)N/N=C/c2ccc([N+](=O)[O-])cc2)cnn1-c1ccc(S(N)(=O)=O)cc1,156.0,active
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,820.0,active
CHEMBL3104539,Cc1c(CC(=O)NCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,1400.0,active
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,28.0,active
CHEMBL527,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,218000.0,inactive
CHEMBL28881,CN(C)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,4.7,active
CHEMBL5284488,COc1ccc(N2C(=O)/C(=C/c3cn(-c4ccc(S(C)(=O)=O)cc4)nc3-c3cccc(Cl)c3)NC2=S)cc1,560.0,active
CHEMBL5275735,COc1ccc(/C=C2/SC(=S)C(Nc3nc4c(cnn4-c4ccccc4)c(=O)n3-c3ccccc3)C2=O)cc1OC,780.0,active
CHEMBL513184,NS(=O)(=O)c1ccc(-n2cc(-c3ccccc3)nn2)cc1,1300.0,active
CHEMBL52,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,50000.0,inactive
CHEMBL1171834,CCCCC(Sc1nc(OCCC2CCCCC2)cc(OCCC2CCCCC2)n1)C(=O)O,10900.0,inactive
CHEMBL42485,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,60.0,active
CHEMBL17091,CC(C)(C)c1cc(-c2nsc(N)n2)cc(C(C)(C)C)c1O,20000.0,inactive
CHEMBL5278421,C=CCn1c(-c2ccc(Cl)cc2)cs/c1=N\NC(=O)c1cc(NCCCC)c(Oc2ccccc2)c(S(N)(=O)=O)c1,1520.0,active
CHEMBL5267258,CCCCNc1cc(-c2n[nH]c(=S)n2-c2ccc(Br)cc2)cc(S(N)(=O)=O)c1Oc1ccccc1,170.0,active
CHEMBL5266912,COc1ccc(-c2nnc(/N=C3\NC(=O)CS3)s2)cc1OC,190.0,active
CHEMBL5274242,CSc1ccc(-c2cn3c(c2-c2ccccc2)CCC3)cc1,1000.0,active
