molecule_chembl_id,smiles,standard_value,bioactivity_class,descriptors,MolWt,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,MolLogP
CHEMBL4445481,NS(=O)(=O)c1ccc(-n2nc(C(=O)NCCCN3CCOCC3)cc2-c2ccc(C(F)(F)F)cc2)cc1,170.0,active,"{2, 2.6576000000000013, 7, 8, 119.55000000000001, 537.5640000000003}",2.0,2.6576000000000013,7.0,8.0,119.55000000000001,537.5640000000003
CHEMBL4532838,CCOc1ccc(-c2cc(C(=O)NCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,850.0,active,"{128.78, 1.6474000000000009, 2, 8, 9, 499.5930000000002}",128.78,1.6474000000000009,2.0,8.0,9.0,499.5930000000002
CHEMBL4455944,CCOc1ccc(-c2cc(C(=O)NCCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,910.0,active,"{128.78, 513.6200000000002, 2, 2.0375000000000005, 8, 10}",128.78,513.6200000000002,2.0,2.0375000000000005,8.0,10.0
CHEMBL5278682,COc1ccc(/C=c2\c(=O)[nH]n3c(=O)c4ccccc4nc23)cc1,47.0,active,"{1, 2, 1.0922999999999996, 5, 76.46000000000001, 319.32000000000005}",1.0,2.0,1.0922999999999996,5.0,76.46000000000001,319.32000000000005
CHEMBL4763059,COc1ccc(/C=N/Nc2nc(-c3ccc(S(C)(=O)=O)cc3)cs2)cc1O,175.0,active,"{2, 3.3738000000000024, 100.88000000000001, 6, 8, 403.48500000000007}",2.0,3.3738000000000024,100.88000000000001,6.0,8.0,403.48500000000007
CHEMBL4789520,NS(=O)(=O)c1ccc(-n2nc(C(=O)NCCCC(=O)O)cc2-c2ccccc2)cc1,4000.0,active,"{1.7812999999999999, 3, 6, 8, 428.4700000000001, 144.38}",1.7812999999999999,3.0,6.0,8.0,428.4700000000001,144.38
CHEMBL5276771,COc1cccc(/C=c2\c(=O)[nH]n3c(=O)c4ccccc4nc23)c1,488.2,active,"{1, 2, 1.0922999999999992, 5, 76.46000000000001, 319.32000000000005}",1.0,2.0,1.0922999999999992,5.0,76.46000000000001,319.32000000000005
CHEMBL5280992,CON(C)C(=O)c1ccc(-c2nc(CSc3nc4ccccc4s3)no2)cc1,7600.0,active,"{0, 4.272000000000003, 6, 8, 81.35000000000001, 412.49600000000004}",0.0,4.272000000000003,6.0,8.0,81.35000000000001,412.49600000000004
CHEMBL408215,NS(=O)(=O)c1ccc(-c2nc(NCc3ccsc3)cc(C(F)(F)F)n2)cc1,51.9,active,"{97.97000000000001, 2, 3.4834000000000014, 5, 6, 414.434}",97.97000000000001,2.0,3.4834000000000014,5.0,6.0,414.434
CHEMBL2023850,CN(c1ccc(O)cc1)c1nc(-c2ccc(Cl)cc2)cs1,1080.0,active,"{1, 3, 4, 36.36, 4.937000000000003, 316.813}",1.0,3.0,4.0,36.36,4.937000000000003,316.813
CHEMBL309156,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccccc2F)cc1,6309573.44,inactive,"{0, 64.35, 3, 4, 4.169800000000002, 378.80800000000005}",0.0,64.35,3.0,4.0,4.169800000000002,378.80800000000005
CHEMBL306673,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2cccc(F)c2)cc1,1425607.59,inactive,"{0, 64.35, 3, 4, 4.169800000000003, 378.80800000000005}",0.0,64.35,3.0,4.0,4.169800000000003,378.80800000000005
CHEMBL70296,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccc(Cl)cc2)cc1,936052.05,inactive,"{0, 64.35, 3, 4, 4.6841000000000035, 395.26300000000003}",0.0,64.35,3.0,4.0,4.6841000000000035,395.26300000000003
CHEMBL68873,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2cc(F)cc(F)c2)cc1,2343689.1,inactive,"{0, 64.35, 3, 4, 4.308900000000003, 396.79800000000006}",0.0,64.35,3.0,4.0,4.308900000000003,396.79800000000006
CHEMBL185196,Cc1cc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)ccc1Cl,3.02,active,"{1, 2, 3, 4.908020000000002, 393.842, 60.160000000000004}",1.0,2.0,3.0,4.908020000000002,393.842,60.160000000000004
CHEMBL363270,CN(C)c1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,6.026,active,"{1, 3, 4, 4.665600000000003, 422.884, 63.4}",1.0,3.0,4.0,4.665600000000003,422.884,63.4
CHEMBL366102,NS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)nn3ncccc23)cc1,10.0,active,"{1, 2.849800000000001, 3, 5, 368.39300000000003, 90.35000000000001}",1.0,2.849800000000001,3.0,5.0,368.39300000000003,90.35000000000001
CHEMBL4287517,CS(=O)(=O)c1ccc(-c2cc(-c3ccccc3)no2)cc1,13550.0,inactive,"{0, 3, 4, 3.4121000000000015, 299.35100000000006, 60.17}",0.0,3.0,4.0,3.4121000000000015,299.35100000000006,60.17
CHEMBL4281362,NS(=O)(=O)c1ccc(-c2cc(-c3ccc(F)cc3)no2)cc1,81200.0,inactive,"{1, 2.7951000000000015, 3, 4, 86.19000000000001, 318.329}",1.0,2.7951000000000015,3.0,4.0,86.19000000000001,318.329
CHEMBL4286359,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)noc2C(F)(F)F)cc1,8145.0,active,"{0, 385.338, 3, 4, 4.570000000000002, 60.17}",0.0,385.338,3.0,4.0,4.570000000000002,60.17
CHEMBL307766,CS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(F)cc2F)cc1,1350.0,active,"{0, 2.7792000000000012, 3, 69.28, 5, 351.33000000000004}",0.0,2.7792000000000012,3.0,69.28,5.0,351.33000000000004
CHEMBL28084,CS(=O)(=O)c1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,100000.0,inactive,"{1, 2.5278, 5, 6, 427.4540000000001, 112.12}",1.0,2.5278,5.0,6.0,427.4540000000001,112.12
CHEMBL72515,COc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1Cl,780.0,active,"{1, 2.4069000000000003, 4, 6, 104.53, 380.8090000000001}",1.0,2.4069000000000003,4.0,6.0,104.53,380.8090000000001
CHEMBL29844,COc1c(C)cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,66.0,active,"{1, 4, 5, 4.175920000000002, 87.21000000000001, 445.85000000000014}",1.0,4.0,5.0,4.175920000000002,87.21000000000001,445.85000000000014
CHEMBL28545,NS(=O)(=O)c1ccc(-n2nc(C(=O)O)c(Cl)c2-c2ccc(Cl)cc2)cc1,70000.0,inactive,"{2, 3.191700000000001, 4, 5, 115.28000000000002, 412.25400000000013}",2.0,3.191700000000001,4.0,5.0,115.28000000000002,412.25400000000013
CHEMBL71010,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccccc2Cl)cc1,6500.0,active,"{1, 2.3983000000000008, 3, 5, 350.783, 95.30000000000001}",1.0,2.3983000000000008,3.0,5.0,350.783,95.30000000000001
CHEMBL513185,COc1ccc(-c2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)cc1,11000.0,inactive,"{1, 1.5902999999999998, 100.1, 4, 6, 330.369}",1.0,1.5902999999999998,100.1,4.0,6.0,330.369
CHEMBL3325872,Cc1nn(-c2ccccc2)c(N2CCOCC2)c1/C=N/Nc1nc2ccccc2nc1O,500.0,active,"{2, 3.1121200000000013, 100.69000000000001, 5, 9, 429.48400000000004}",2.0,3.1121200000000013,100.69000000000001,5.0,9.0,429.48400000000004
CHEMBL5275971,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccsc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Br)cc1,220.0,active,"{2, 5.7054000000000045, 9, 11, 653.5170000000002, 142.61}",2.0,5.7054000000000045,9.0,11.0,653.5170000000002,142.61
CHEMBL5275772,COc1ccc(/C=C/C(=O)c2cccc(-n3cnnn3)c2)cc1,100.0,active,"{0, 2.567, 69.9, 5, 6, 306.325}",0.0,2.567,69.9,5.0,6.0,306.325
CHEMBL5280463,Cc1ccc(/C=C2\CN(C)CC3C2=NN(c2ccccc2)C3c2ccc(C)s2)s1,2.0,active,"{0, 3, 419.61900000000014, 5, 5.988940000000005, 18.84}",0.0,3.0,419.61900000000014,5.0,5.988940000000005,18.84
CHEMBL5282397,Cc1ccc(-c2nc(N(c3ccccc3)c3ccccc3)sc2C(=O)c2cccs2)cc1,90.0,active,"{0, 33.2, 452.6040000000002, 5, 6, 7.880820000000005}",0.0,33.2,452.6040000000002,5.0,6.0,7.880820000000005
CHEMBL5287114,O=C(/N=c1\scc(-c2ccc(F)cc2)n1-c1ccccc1)c1cccs1,90.0,active,"{0, 34.36, 3, 4, 5.147500000000003, 380.46900000000005}",0.0,34.36,3.0,4.0,5.147500000000003,380.46900000000005
CHEMBL5290194,COc1ccc(C2CC(c3cccc(-n4cnnn4)c3)=NN2)cc1,39.0,active,"{320.356, 1, 2.1095999999999995, 4, 7, 77.22}",320.356,1.0,2.1095999999999995,4.0,7.0,77.22
CHEMBL5278797,CS(=O)(=O)c1ccc(-c2cc(-c3ccc(Br)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,43.0,active,"{1, 4.019700000000002, 5, 6, 112.11999999999999, 532.4410000000001}",1.0,4.019700000000002,5.0,6.0,112.11999999999999,532.4410000000001
CHEMBL5282037,Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(Cl)cc3)S2)s1,100.0,active,"{1, 2, 67.24000000000001, 3.3915200000000016, 6, 336.829}",1.0,2.0,67.24000000000001,3.3915200000000016,6.0,336.829
CHEMBL1631309,NC(=O)[C@@H]1CSC(c2cn(-c3ccccc3)nc2-c2ccccc2)N1,470.0,active,"{2, 2.7282, 4, 5, 72.94, 350.4470000000001}",2.0,2.7282,4.0,5.0,72.94,350.4470000000001
CHEMBL4535881,O=C(Nc1ccccc1)Nc1nnc(-c2cccnc2)o1,170.0,active,"{2, 3, 2.7756, 5, 281.275, 92.94}",2.0,3.0,2.7756,5.0,281.275,92.94
CHEMBL4582518,N#CCC(=O)Nc1nnc(-c2cccnc2)o1,560.0,active,"{0.9837799999999997, 1, 3, 229.199, 6, 104.7}",0.9837799999999997,1.0,3.0,229.199,6.0,104.7
CHEMBL4533452,CCO/C=N/c1nnc(-c2cccnc2)o1,380.0,active,"{0, 1.8279, 4, 6, 73.4, 218.21600000000004}",0.0,1.8279,4.0,6.0,73.4,218.21600000000004
CHEMBL4541315,Clc1ccc(-c2nnc(/N=C/c3ccccc3)o2)cc1,81.0,active,"{0, 3, 4, 4.140600000000003, 51.28, 283.7180000000001}",0.0,3.0,4.0,4.140600000000003,51.28,283.7180000000001
CHEMBL469220,Cc1ccc(-c2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)cc1,14000.0,inactive,"{1, 1.8901199999999996, 3, 5, 314.37, 90.87}",1.0,1.8901199999999996,3.0,5.0,314.37,90.87
CHEMBL2380864,FC(F)(F)c1onc(-c2ccc(Cl)o2)c1-c1ccccc1,100000.0,inactive,"{0, 2, 3, 5.273800000000002, 39.17, 313.66200000000003}",0.0,2.0,3.0,5.273800000000002,39.17,313.66200000000003
CHEMBL188071,Cc1cc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)ccc1F,5.012,active,"{0, 2, 3, 34.14, 5.149820000000003, 376.399}",0.0,2.0,3.0,34.14,5.149820000000003,376.399
CHEMBL185407,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1Cl,19.05,active,"{0, 3, 4, 5.364300000000003, 43.370000000000005, 408.85300000000007}",0.0,3.0,4.0,5.364300000000003,43.370000000000005,408.85300000000007
CHEMBL1766286,NS(=O)(=O)c1ccc(-n2nc(CCCNC(=O)Nc3ccc(Cl)cc3)cc2-c2ccccc2)cc1,6000.0,active,"{3, 4.594400000000003, 5, 8, 119.11000000000001, 510.0190000000001}",3.0,4.594400000000003,5.0,8.0,119.11000000000001,510.0190000000001
CHEMBL319099,CS(=O)(=O)c1ccc(-c2cscc2-c2ccc(S(C)(=O)=O)cc2)cc1,300000.0,inactive,"{0, 3.8891000000000027, 4, 5, 68.28, 392.52300000000014}",0.0,3.8891000000000027,4.0,5.0,68.28,392.52300000000014
CHEMBL322045,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC(CF)(CF)C2)cc1,51.29,active,"{0, 2, 34.14, 4.859200000000004, 5, 380.43100000000015}",0.0,2.0,34.14,4.859200000000004,5.0,380.43100000000015
CHEMBL109143,Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cs1,524.81,active,"{1, 2.97042, 3, 388.3960000000001, 6, 90.87}",1.0,2.97042,3.0,388.3960000000001,6.0,90.87
CHEMBL3746730,CS(=O)(=O)c1ccc(N2N=C(C(=O)O)CC2c2cccs2)cc1,1430.0,active,"{1, 2.5436000000000005, 4, 6, 87.04, 350.421}",1.0,2.5436000000000005,4.0,6.0,87.04,350.421
CHEMBL1669038,CC(C)Cc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,13400.0,inactive,"{1, 2, 4, 5.996800000000004, 46.53, 410.8190000000001}",1.0,2.0,4.0,5.996800000000004,46.53,410.8190000000001
CHEMBL5277274,COC1c2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(C)n2CC1(C)C,7500.0,active,"{0, 2, 3, 6.511220000000005, 365.90400000000017, 14.16}",0.0,2.0,3.0,6.511220000000005,365.90400000000017,14.16
CHEMBL463211,COC(=O)[C@@H](c1ccccc1)[C@H](C1=C(O)/C(=C/c2ccccc2)OC1=O)c1ccccc1,100.0,active,"{1, 5, 6, 5.137000000000004, 72.83000000000001, 426.46800000000013}",1.0,5.0,6.0,5.137000000000004,72.83000000000001,426.46800000000013
CHEMBL2283150,CC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,630.0,active,"{0, 2, 34.14, 4, 5.069100000000005, 348.46700000000004}",0.0,2.0,34.14,4.0,5.069100000000005,348.46700000000004
CHEMBL2283164,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)cc1,320.0,active,"{1, 3.7858000000000027, 5, 6, 456.54100000000017, 105.57999999999998}",1.0,3.7858000000000027,5.0,6.0,456.54100000000017,105.57999999999998
CHEMBL2283162,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(-c3ccc(F)cc3F)c2)cc1,100000.0,inactive,"{1, 3, 4.660500000000003, 5, 71.44, 414.4290000000001}",1.0,3.0,4.660500000000003,5.0,71.44,414.4290000000001
CHEMBL2283159,CC(=O)Nc1ccc(/C(=C\c2ccc(S(C)(=O)=O)cc2)C(=O)O)cc1,2500.0,active,"{2, 2.6737, 100.54, 4, 5, 359.4030000000001}",2.0,2.6737,100.54,4.0,5.0,359.4030000000001
CHEMBL2283154,CC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(S(C)(=O)=O)cc1,30.0,active,"{0, 420.5300000000001, 4, 6, 5.384500000000005, 60.440000000000005}",0.0,420.5300000000001,4.0,6.0,5.384500000000005,60.440000000000005
CHEMBL1221677,CC/C(=C(\c1ccccc1)c1ccc(O)cc1)c1ccc(S(C)(=O)=O)cc1,1900.0,active,"{1, 3, 5, 5.164800000000006, 54.37, 378.4930000000001}",1.0,3.0,5.0,5.164800000000006,54.37,378.4930000000001
CHEMBL281847,COc1ccc2c(c1)c(CC(=O)N[C@@H](C)CO)c(C)n2C(=O)c1ccc(Cl)cc1,270.0,active,"{2, 3.3397200000000025, 5, 6, 80.56, 414.8890000000001}",2.0,3.3397200000000025,5.0,6.0,80.56,414.8890000000001
CHEMBL412307,COc1ccc2c(c1)c(CC(=O)N[C@H](CO)Cc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,85.0,active,"{2, 4.562520000000004, 5, 8, 490.9870000000002, 80.56}",2.0,4.562520000000004,5.0,8.0,490.9870000000002,80.56
CHEMBL1630227,CC(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,20.0,active,"{1, 2, 3, 4.329800000000003, 46.53, 334.721}",1.0,2.0,3.0,4.329800000000003,46.53,334.721
CHEMBL5094564,COc1ccc(NC(=O)c2ccccc2Nc2cccc(C)c2C)cc1OC,48130.0,inactive,"{2, 4, 5.316540000000004, 6, 376.4560000000002, 59.59}",2.0,4.0,5.316540000000004,6.0,376.4560000000002,59.59
CHEMBL5080484,COc1ccc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)cc1OC,92640.0,inactive,"{2, 4, 5.661520000000003, 6, 396.87400000000014, 59.59}",2.0,4.0,5.661520000000003,6.0,396.87400000000014,59.59
CHEMBL5079590,CSc1ccc(NC(=O)c2ccccc2Nc2cccc(C(F)(F)F)c2)cc1,150000.0,inactive,"{2, 3, 5, 6.423200000000003, 41.13, 402.44100000000003}",2.0,3.0,5.0,6.423200000000003,41.13,402.44100000000003
CHEMBL508588,Cc1ccc(-n2c(-c3ccc(Br)cc3)cs/c2=N\N=C/c2cn(-c3ccc(S(=O)(=O)/N=C/N(C)C)cc3)nc2-c2ccccc2)cc1,1290.0,active,"{0, 97.21, 7.3428200000000095, 8, 9, 724.71}",0.0,97.21,7.3428200000000095,8.0,9.0,724.71
CHEMBL1689434,CONS(=O)(=O)CCOC(=O)C(C)c1ccc(CC(C)C)cc1,630.0,active,"{1, 2.012599999999999, 5, 9, 81.69999999999999, 343.4450000000001}",1.0,2.012599999999999,5.0,9.0,81.69999999999999,343.4450000000001
CHEMBL2334138,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(C)CC2)cc1,10280.0,inactive,"{0, 4, 421.5370000000002, 5.154500000000005, 7, 48.00000000000001}",0.0,4.0,421.5370000000002,5.154500000000005,7.0,48.00000000000001
CHEMBL148428,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1CO,712.0,active,"{2, 98.21000000000001, 4, 5, 3.3512000000000026, 431.8230000000001}",2.0,98.21000000000001,4.0,5.0,3.3512000000000026,431.8230000000001
CHEMBL1775100,FC(F)(F)c1cccc(Oc2ccc(OCCN3CCCC3)cc2)c1,100000.0,inactive,"{0, 3, 4.972300000000005, 6, 21.700000000000003, 351.3680000000001}",0.0,3.0,4.972300000000005,6.0,21.700000000000003,351.3680000000001
CHEMBL1775110,CS(=O)(=O)Nc1ccc(Oc2ccc(OCCN3CCCC3)cc2)cc1,100000.0,inactive,"{1, 67.87, 3.325000000000002, 5, 8, 376.4780000000002}",1.0,67.87,3.325000000000002,5.0,8.0,376.4780000000002
CHEMBL1775096,CS(=O)(=O)c1ccc(Oc2ccc(OCCN3CCCC3)cc2)c([N+](=O)[O-])c1,100000.0,inactive,"{0, 98.98000000000002, 3.265200000000002, 7, 8, 406.4600000000002}",0.0,98.98000000000002,3.265200000000002,7.0,8.0,406.4600000000002
CHEMBL1775093,CS(=O)(=O)c1ccccc1Oc1ccc(OCCN2CCCC2)cc1,100000.0,inactive,"{0, 3.357000000000002, 5, 7, 361.4630000000002, 55.84000000000001}",0.0,3.357000000000002,5.0,7.0,361.4630000000002,55.84000000000001
CHEMBL2023853,Fc1ccc(-c2csc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1,5000.0,active,"{1, 34.15, 4, 5, 6.485100000000004, 362.42900000000003}",1.0,34.15,4.0,5.0,6.485100000000004,362.42900000000003
CHEMBL322132,CC1(C)OC(=O)C(Oc2cccc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,20.0,active,"{0, 3.354700000000002, 4, 5, 69.67, 376.4050000000001}",0.0,3.354700000000002,4.0,5.0,69.67,376.4050000000001
CHEMBL266858,CC(C)(C)c1cc(C(=O)CS(=O)(=O)CC2CC2)cc2c1OCC2(C)C,2000.0,active,"{0, 3.6616000000000026, 4, 5, 364.5070000000001, 60.44}",0.0,3.6616000000000026,4.0,5.0,364.5070000000001,60.44
CHEMBL141113,C[S+]([O-])c1ccc(C(Nc2nccs2)C(=O)c2ccc(F)cc2)cc1,2100.0,active,"{65.05, 1, 4.0557000000000025, 5, 6, 374.46200000000005}",65.05,1.0,4.0557000000000025,5.0,6.0,374.46200000000005
CHEMBL441769,COc1ccc2c(c1)c(CC(=O)NC[C@@H](O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,47.0,active,"{2, 4.692520000000004, 5, 7, 80.56, 476.96000000000015}",2.0,4.692520000000004,5.0,7.0,80.56,476.96000000000015
CHEMBL2303835,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(CO[C@@H]3O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]3O)nc2)cc1,33000.0,inactive,"{1.2762999999999995, 4, 550.9730000000003, 7, 10, 176.37}",1.2762999999999995,4.0,550.9730000000003,7.0,10.0,176.37
CHEMBL1630226,CCCc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,150.0,active,"{320.69399999999996, 1, 2, 3, 4.083800000000003, 46.53}",320.69399999999996,1.0,2.0,3.0,4.083800000000003,46.53
CHEMBL1630228,CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,94.0,active,"{1, 2, 4, 4.7199000000000035, 46.53, 348.748}",1.0,2.0,4.0,4.7199000000000035,46.53,348.748
CHEMBL69261,Cc1ccccc1-n1c(-c2ccc(S(N)(=O)=O)cc2)coc1=O,9700.0,active,"{1, 2.05332, 3, 5, 330.36500000000007, 95.30000000000001}",1.0,2.05332,3.0,5.0,330.36500000000007,95.30000000000001
CHEMBL127514,Cc1cc(=O)c(Oc2ccc(Br)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,360.0,active,"{0, 4, 5, 4.573520000000004, 73.58000000000001, 435.2950000000002}",0.0,4.0,5.0,4.573520000000004,73.58000000000001,435.2950000000002
CHEMBL124188,Cc1cc(=O)c(C(C)C)c(-c2ccc(S(C)(=O)=O)cc2)o1,6550.0,active,"{0, 64.35, 3, 4, 3.142120000000002, 306.38300000000004}",0.0,64.35,3.0,4.0,3.142120000000002,306.38300000000004
CHEMBL338457,Cc1cc(=O)c(Oc2ccc(Br)cc2Cl)c(-c2ccc(S(C)(=O)=O)cc2)o1,310.0,active,"{0, 4, 5, 5.226920000000003, 73.58000000000001, 469.7400000000002}",0.0,4.0,5.0,5.226920000000003,73.58000000000001,469.7400000000002
CHEMBL285828,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,110.0,active,"{2, 3.9758200000000032, 5, 7, 80.56, 442.9430000000002}",2.0,3.9758200000000032,5.0,7.0,80.56,442.9430000000002
CHEMBL44924,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(N)c2)cc1,5890.0,active,"{1, 3, 3.543800000000002, 5, 77.98, 381.3790000000001}",1.0,3.0,3.543800000000002,5.0,77.98,381.3790000000001
CHEMBL129473,Cc1cc(=O)c(Oc2ccc([N+](=O)[O-])cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,3990.0,active,"{0, 3.7192200000000017, 5, 7, 401.39600000000013, 116.71999999999998}",0.0,3.7192200000000017,5.0,7.0,401.39600000000013,116.71999999999998
CHEMBL5277139,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccc(Br)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Br)cc1,280.0,active,"{2, 6.406400000000005, 8, 11, 142.61, 726.384}",2.0,6.406400000000005,8.0,11.0,142.61,726.384
CHEMBL5289951,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Br)cc1,280.0,active,"{2, 5.783000000000005, 8, 11, 142.61, 665.4780000000002}",2.0,5.783000000000005,8.0,11.0,142.61,665.4780000000002
CHEMBL5281211,CS(=O)(=O)c1ccc(-c2cc(-c3ccc(Cl)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,43.0,active,"{1, 3.9106000000000023, 5, 6, 487.9900000000002, 112.11999999999999}",1.0,3.9106000000000023,5.0,6.0,487.9900000000002,112.11999999999999
CHEMBL5283867,CS(=O)(=O)c1ccc(C(=O)OCCn2cc(-c3ccc(C(F)(F)F)cc3)nn2)cc1,2.0,active,"{0, 3.224400000000002, 6, 7, 439.415, 91.15}",0.0,3.224400000000002,6.0,7.0,439.415,91.15
CHEMBL5274788,CCCCNc1cc(C(=O)n2nc(C)cc2C)cc(S(N)(=O)=O)c1Oc1ccccc1,4750.0,active,"{2, 3.8401400000000026, 7, 8, 116.30999999999999, 442.54100000000017}",2.0,3.8401400000000026,7.0,8.0,116.30999999999999,442.54100000000017
CHEMBL5280475,CCC(=O)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1C,2610.0,active,"{0.8158200000000001, 1, 4, 294.33600000000007, 6, 107.94}",0.8158200000000001,1.0,4.0,294.33600000000007,6.0,107.94
CHEMBL19056,CC1(O)OC(=O)C(c2ccsc2)=C1c1ccc(S(C)(=O)=O)cc1,110.0,active,"{1, 2.3277, 3, 6, 80.67, 350.4170000000001}",1.0,2.3277,3.0,6.0,80.67,350.4170000000001
CHEMBL2315854,O=C(N[C@@H]1CCC[C@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,296.0,active,"{1, 67.6, 4.951700000000004, 5, 453.9700000000003, 6}",1.0,67.6,4.951700000000004,5.0,453.9700000000003,6.0
CHEMBL5195879,CC(C)NC(=O)[C@@H](Cn1ccnc1)NC(=O)[C@@H](C)c1cccc(C(=O)c2ccccc2)c1,3020.0,active,"{2, 2.927200000000001, 5, 9, 432.52400000000017, 93.09}",2.0,2.927200000000001,5.0,9.0,432.52400000000017,93.09
CHEMBL5204848,COC1(c2cc(O)ccc2O)C=C(CC[C@@H]2C(C)(C)[C@@H]3CC[C@]2(C)O3)C(=O)O1,9960.0,active,"{2, 3.754100000000003, 388.4600000000002, 5, 6, 85.22000000000001}",2.0,3.754100000000003,388.4600000000002,5.0,6.0,85.22000000000001
CHEMBL5197207,CC(C)=CCC/C(C)=C/CCC1=C[C@]2(OC1=O)c1cc(O)ccc1OC(=O)[C@]2(CC/C=C(\C)CCC=C(C)C)CC(=O)c1cc(O)ccc1O,1290.0,active,"{130.36, 3, 8, 9.606099999999996, 682.8540000000003, 15}",130.36,3.0,8.0,9.606099999999996,682.8540000000003,15.0
CHEMBL332937,CC(C)(C)c1cc(C(=O)c2cccs2)cc2c1OCC2(C)C,38.0,active,"{0, 2, 3, 26.3, 4.946600000000004, 314.4500000000001}",0.0,2.0,3.0,26.3,4.946600000000004,314.4500000000001
CHEMBL1814717,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)c(-c2ccc(OC(F)(F)F)cc2)c1.[Na+],72000.0,inactive,"{0, 1.0212999999999999, 66.42999999999999, 4, 6, 428.382}",0.0,1.0212999999999999,66.42999999999999,4.0,6.0,428.382
CHEMBL1814728,CC(C(=O)[O-])c1ccc(C[C@H]2CCC[C@H]2O)cc1-c1ccc(O)cc1.[Na+],17000.0,inactive,"{-0.3798999999999997, 2, 4, 5, 362.401, 80.59}",-0.3798999999999997,2.0,4.0,5.0,362.401,80.59
